Year,RK,Team,League,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG▼,OBP,SLG,OPS
2018,1,Boston Red Sox,AL,162,5623,876,1509,355,31,208,829,569,1253,125,31,0.268,0.339,0.453,0.792
,2,Cleveland Indians,AL,162,5595,818,1447,297,19,216,786,554,1189,135,36,0.259,0.332,0.434,0.766
,3,Tampa Bay Rays,AL,162,5475,716,1415,274,43,150,664,540,1388,128,51,0.258,0.333,0.406,0.740
,4,Chicago Cubs,NL,163,5624,761,1453,286,34,167,722,576,1388,66,38,0.258,0.333,0.410,0.744
,5,Atlanta Braves,NL,162,5582,759,1433,314,29,175,717,511,1290,90,36,0.257,0.324,0.417,0.742
,6,Colorado Rockies,NL,163,5541,780,1418,280,42,210,748,507,1397,95,33,0.256,0.322,0.435,0.757
,7,Houston Astros,AL,162,5453,797,1390,278,18,205,763,565,1197,71,26,0.255,0.329,0.425,0.754
,8,Seattle Mariners,AL,162,5513,677,1402,256,32,176,644,430,1221,79,37,0.254,0.314,0.408,0.722
,9,Washington Nationals,NL,162,5517,771,1402,284,25,191,737,631,1289,119,33,0.254,0.335,0.419,0.753
,10,Cincinnati Reds,NL,162,5532,696,1404,251,25,172,665,559,1376,77,33,0.254,0.328,0.401,0.729
,11,Pittsburgh Pirates,NL,161,5447,692,1381,290,38,157,665,474,1229,70,38,0.254,0.317,0.407,0.725
,12,Milwaukee Brewers,NL,163,5542,754,1398,252,24,218,711,537,1458,124,32,0.252,0.323,0.424,0.747
,13,Oakland Athletics,AL,162,5579,813,1407,322,20,227,778,550,1381,35,21,0.252,0.325,0.439,0.764
,14,Los Angeles Dodgers,NL,163,5572,804,1394,296,33,235,756,647,1436,75,24,0.250,0.333,0.442,0.774
,15,Minnesota Twins,AL,162,5526,738,1379,317,22,166,704,534,1328,47,27,0.250,0.318,0.405,0.723
,16,New York Yankees,AL,162,5515,851,1374,269,23,267,821,625,1421,63,21,0.249,0.329,0.451,0.781
,17,St. Louis Cardinals,NL,162,5498,759,1369,248,9,205,725,525,1380,63,32,0.249,0.321,0.409,0.730
,18,Kansas City Royals,AL,162,5505,638,1350,283,29,155,606,427,1310,117,38,0.245,0.305,0.392,0.697
,19,Toronto Blue Jays,AL,162,5477,709,1336,320,16,217,680,499,1387,47,30,0.244,0.312,0.427,0.739
,20,Los Angeles Angels,AL,162,5472,721,1323,249,23,214,690,514,1300,89,22,0.242,0.313,0.413,0.726
,21,Detroit Tigers,AL,162,5494,630,1326,284,35,135,597,428,1341,70,30,0.241,0.300,0.380,0.680
,22,Chicago White Sox,AL,162,5523,656,1332,259,40,182,639,425,1594,98,41,0.241,0.302,0.401,0.703
,23,Texas Rangers,AL,162,5453,737,1308,266,24,194,696,555,1484,74,35,0.240,0.318,0.404,0.722
,24,Baltimore Orioles,AL,162,5507,622,1317,242,15,188,593,422,1412,81,22,0.239,0.298,0.391,0.689
,25,San Francisco Giants,NL,162,5541,603,1324,255,30,133,573,448,1467,77,34,0.239,0.300,0.368,0.667
,26,Miami Marlins,NL,161,5488,589,1303,222,24,128,554,455,1384,45,31,0.237,0.303,0.357,0.659
,27,Arizona Diamondbacks,NL,162,5460,693,1283,259,50,176,658,560,1460,79,25,0.235,0.310,0.397,0.707
,28,San Diego Padres,NL,162,5486,617,1289,250,30,162,583,471,1523,95,36,0.235,0.297,0.380,0.677
,29,New York Mets,NL,162,5468,676,1282,265,34,170,649,566,1404,71,39,0.234,0.312,0.389,0.701
,30,Philadelphia Phillies,NL,162,5424,677,1270,241,30,186,653,582,1520,69,26,0.234,0.314,0.393,0.707
2017,1,Houston Astros,AL,162,5611,896,1581,346,20,238,854,509,1087,98,42,0.282,0.346,0.478,0.823
,2,Colorado Rockies,NL,162,5534,824,1510,293,38,192,793,519,1408,59,34,0.273,0.338,0.444,0.781
,3,Miami Marlins,NL,162,5602,778,1497,271,31,194,743,486,1282,91,30,0.267,0.331,0.431,0.761
,4,Washington Nationals,NL,162,5553,819,1477,311,31,215,796,542,1327,108,30,0.266,0.332,0.449,0.782
,5,Cleveland Indians,AL,162,5511,818,1449,333,29,212,780,604,1153,88,23,0.263,0.339,0.449,0.788
,6,Atlanta Braves,NL,162,5584,732,1467,289,26,165,706,474,1184,77,31,0.263,0.326,0.412,0.738
,7,New York Yankees,AL,162,5594,858,1463,266,23,241,821,616,1386,90,22,0.262,0.339,0.447,0.785
,8,Baltimore Orioles,AL,162,5650,743,1469,269,12,232,713,392,1412,32,13,0.260,0.312,0.435,0.747
,9,Minnesota Twins,AL,162,5557,815,1444,286,31,206,781,593,1342,95,28,0.260,0.334,0.434,0.768
,10,Kansas City Royals,AL,162,5536,702,1436,260,24,193,660,390,1166,91,31,0.259,0.311,0.420,0.731
,11,Seattle Mariners,AL,162,5551,750,1436,281,17,200,714,487,1267,89,35,0.259,0.325,0.424,0.749
,12,Detroit Tigers,AL,162,5556,735,1435,289,35,187,699,503,1313,65,34,0.258,0.324,0.424,0.748
,13,Boston Red Sox,AL,162,5669,785,1461,302,19,168,735,571,1224,106,31,0.258,0.329,0.407,0.736
,14,St. Louis Cardinals,NL,162,5470,761,1402,284,28,196,728,593,1348,81,31,0.256,0.334,0.426,0.760
,15,Chicago White Sox,AL,162,5513,706,1412,256,37,186,670,401,1397,71,31,0.256,0.314,0.417,0.731
,16,Chicago Cubs,NL,162,5496,822,1402,274,29,223,785,622,1401,62,31,0.255,0.338,0.437,0.775
,17,Arizona Diamondbacks,NL,162,5525,812,1405,314,39,220,776,578,1456,103,30,0.254,0.329,0.445,0.774
,18,Cincinnati Reds,NL,162,5484,753,1390,249,38,219,715,565,1329,120,39,0.253,0.329,0.433,0.761
,19,New York Mets,NL,162,5510,735,1379,286,28,224,713,529,1291,58,23,0.250,0.320,0.434,0.755
,20,Philadelphia Phillies,NL,162,5535,690,1382,287,36,174,654,494,1417,59,25,0.250,0.315,0.409,0.723
,21,Milwaukee Brewers,NL,162,5467,732,1363,267,22,224,695,547,1571,128,41,0.249,0.322,0.429,0.751
,22,Los Angeles Dodgers,NL,162,5408,770,1347,312,20,221,730,649,1380,77,28,0.249,0.334,0.437,0.771
,23,San Francisco Giants,NL,162,5551,639,1382,290,28,128,612,467,1204,76,34,0.249,0.309,0.380,0.689
,24,Oakland Athletics,AL,162,5464,739,1344,305,15,234,708,565,1491,57,22,0.246,0.319,0.436,0.755
,25,Tampa Bay Rays,AL,162,5478,694,1340,226,32,228,671,545,1538,88,34,0.245,0.317,0.422,0.739
,26,Texas Rangers,AL,162,5430,799,1326,255,21,237,756,544,1493,113,44,0.244,0.320,0.430,0.750
,27,Pittsburgh Pirates,NL,162,5458,668,1331,249,36,151,635,519,1213,67,36,0.244,0.318,0.386,0.704
,28,Los Angeles Angels,AL,162,5415,710,1314,251,14,186,678,523,1198,136,44,0.243,0.315,0.397,0.712
,29,Toronto Blue Jays,AL,162,5499,693,1320,269,5,222,661,542,1327,53,24,0.240,0.312,0.412,0.724
,30,San Diego Padres,NL,162,5356,604,1251,227,31,189,576,460,1499,89,33,0.234,0.299,0.393,0.692
2016,1,Boston Red Sox,AL,162,5670,878,1598,343,25,208,836,558,1160,83,24,0.282,0.348,0.461,0.810
,2,Colorado Rockies,NL,162,5614,845,1544,318,47,204,805,494,1330,66,39,0.275,0.336,0.457,0.794
,3,Detroit Tigers,AL,161,5526,750,1476,252,30,211,719,493,1303,58,29,0.267,0.331,0.438,0.769
,4,Miami Marlins,NL,161,5547,655,1460,259,42,128,626,447,1213,71,28,0.263,0.322,0.394,0.716
,5,Texas Rangers,AL,162,5525,765,1446,257,23,215,746,436,1220,99,36,0.262,0.322,0.433,0.755
,6,Cleveland Indians,AL,161,5484,777,1435,308,29,185,733,531,1246,134,31,0.262,0.329,0.430,0.759
,7,Kansas City Royals,AL,162,5552,675,1450,264,33,147,640,382,1224,121,35,0.261,0.312,0.400,0.712
,8,Arizona Diamondbacks,NL,162,5665,752,1479,285,56,190,709,463,1427,137,31,0.261,0.320,0.432,0.752
,9,Los Angeles Angels,AL,162,5431,717,1410,279,20,156,686,471,991,73,34,0.260,0.322,0.405,0.726
,10,Seattle Mariners,AL,162,5583,768,1446,251,17,223,735,506,1288,56,28,0.259,0.326,0.430,0.756
,11,San Francisco Giants,NL,162,5565,715,1437,280,54,130,675,572,1107,79,36,0.258,0.329,0.398,0.728
,12,Pittsburgh Pirates,NL,162,5542,729,1426,277,32,153,696,561,1334,110,45,0.257,0.332,0.402,0.734
,13,Chicago White Sox,AL,162,5550,686,1428,277,33,168,656,455,1285,77,36,0.257,0.317,0.410,0.727
,14,Chicago Cubs,NL,162,5503,808,1409,293,30,199,767,656,1339,66,34,0.256,0.343,0.429,0.772
,15,Baltimore Orioles,AL,162,5524,744,1413,265,6,253,710,468,1324,19,13,0.256,0.317,0.443,0.760
,16,Cincinnati Reds,NL,162,5487,716,1403,277,33,164,678,452,1284,139,51,0.256,0.316,0.408,0.724
,17,Washington Nationals,NL,162,5490,763,1403,268,29,203,735,536,1252,121,39,0.256,0.326,0.426,0.751
,18,St. Louis Cardinals,NL,162,5548,779,1415,299,32,225,745,526,1318,35,26,0.255,0.325,0.442,0.767
,19,Atlanta Braves,NL,161,5514,649,1404,295,27,122,615,502,1240,75,34,0.255,0.321,0.384,0.705
,20,New York Yankees,AL,162,5458,680,1378,245,20,183,647,475,1188,72,22,0.252,0.315,0.405,0.720
,21,Minnesota Twins,AL,162,5618,722,1409,288,35,200,690,513,1426,91,32,0.251,0.316,0.421,0.738
,22,Los Angeles Dodgers,NL,162,5518,725,1376,272,21,189,680,525,1321,45,26,0.249,0.319,0.409,0.728
,23,Toronto Blue Jays,AL,162,5479,759,1358,276,18,221,728,632,1362,54,24,0.248,0.330,0.426,0.755
,24,Houston Astros,AL,162,5545,724,1367,291,29,198,689,554,1452,102,44,0.247,0.319,0.417,0.735
,25,New York Mets,NL,162,5459,671,1342,240,19,218,649,517,1302,42,18,0.246,0.316,0.417,0.733
,26,Oakland Athletics,AL,162,5500,653,1352,270,21,169,634,442,1145,50,23,0.246,0.304,0.395,0.699
,27,Milwaukee Brewers,NL,162,5330,671,1299,249,19,194,641,599,1543,181,56,0.244,0.322,0.407,0.729
,28,Tampa Bay Rays,AL,162,5481,672,1333,288,32,216,647,449,1482,60,37,0.243,0.307,0.426,0.733
,29,Philadelphia Phillies,NL,162,5434,610,1305,231,35,161,574,424,1376,96,45,0.240,0.301,0.384,0.685
,30,San Diego Padres,NL,162,5419,686,1275,257,26,177,654,449,1500,125,45,0.235,0.299,0.390,0.689
2015,1,Detroit Tigers,AL,161,5605,689,1515,289,49,151,660,455,1259,83,51,0.270,0.328,0.420,0.748
,2,Toronto Blue Jays,AL,162,5509,891,1480,308,17,232,852,570,1151,88,23,0.269,0.340,0.457,0.797
,3,Kansas City Royals,AL,162,5575,724,1497,300,42,139,689,383,973,104,34,0.269,0.322,0.412,0.734
,4,San Francisco Giants,NL,162,5565,696,1486,288,39,136,663,457,1159,93,36,0.267,0.326,0.406,0.732
,5,Colorado Rockies,NL,162,5572,737,1479,274,49,186,702,388,1283,97,43,0.265,0.315,0.432,0.748
,6,Boston Red Sox,AL,162,5640,748,1495,294,33,161,706,478,1148,71,27,0.265,0.325,0.415,0.740
,7,Arizona Diamondbacks,NL,162,5649,720,1494,289,48,154,680,490,1312,132,44,0.264,0.324,0.414,0.738
,8,Miami Marlins,NL,162,5463,613,1420,236,40,120,575,375,1150,112,45,0.260,0.310,0.384,0.694
,9,Pittsburgh Pirates,NL,162,5631,697,1462,292,27,140,661,461,1322,98,45,0.260,0.323,0.396,0.719
,10,Texas Rangers,AL,162,5511,751,1419,279,32,172,707,503,1233,101,39,0.257,0.325,0.413,0.739
,11,Cleveland Indians,AL,161,5439,669,1395,303,29,141,640,533,1157,86,28,0.256,0.325,0.401,0.725
,12,St. Louis Cardinals,NL,162,5484,647,1386,288,39,137,619,506,1267,69,38,0.253,0.321,0.394,0.716
,13,Tampa Bay Rays,AL,162,5485,644,1383,278,32,167,612,436,1310,87,45,0.252,0.314,0.406,0.720
,14,Milwaukee Brewers,NL,162,5480,655,1378,274,34,145,624,412,1299,84,29,0.251,0.307,0.393,0.700
,15,Atlanta Braves,NL,162,5420,573,1361,251,18,100,548,471,1107,69,33,0.251,0.314,0.359,0.674
,16,Washington Nationals,NL,162,5428,703,1363,265,13,177,665,539,1344,57,23,0.251,0.321,0.403,0.724
,17,New York Yankees,AL,162,5567,764,1397,272,19,212,737,554,1227,63,25,0.251,0.323,0.421,0.744
,18,Oakland Athletics,AL,162,5600,694,1405,277,46,146,661,475,1119,78,29,0.251,0.312,0.395,0.707
,19,Los Angeles Dodgers,NL,162,5385,667,1346,263,26,187,638,563,1258,59,34,0.250,0.326,0.413,0.739
,20,Baltimore Orioles,AL,162,5485,713,1370,246,20,217,686,418,1331,44,25,0.250,0.307,0.421,0.728
,21,Houston Astros,AL,162,5459,729,1363,278,26,230,691,486,1392,121,48,0.250,0.315,0.437,0.752
,22,Chicago White Sox,AL,162,5533,622,1381,260,27,136,595,404,1231,68,42,0.250,0.306,0.380,0.686
,23,Seattle Mariners,AL,162,5544,656,1379,262,22,198,624,478,1336,69,45,0.249,0.311,0.411,0.722
,24,Philadelphia Phillies,NL,162,5529,626,1374,272,37,130,586,387,1274,88,32,0.249,0.303,0.382,0.684
,25,Cincinnati Reds,NL,162,5571,640,1382,257,27,167,613,496,1255,134,38,0.248,0.312,0.394,0.706
,26,Minnesota Twins,AL,162,5467,696,1349,277,44,156,661,439,1264,70,38,0.247,0.305,0.399,0.704
,27,Los Angeles Angels,AL,162,5417,661,1331,243,21,176,621,435,1150,52,34,0.246,0.307,0.396,0.702
,28,New York Mets,NL,162,5527,683,1351,295,17,177,654,488,1290,51,25,0.244,0.312,0.400,0.712
,29,Chicago Cubs,NL,162,5491,689,1341,272,30,171,657,567,1518,95,37,0.244,0.321,0.398,0.719
,30,San Diego Padres,NL,162,5457,650,1324,260,36,148,623,426,1327,82,29,0.243,0.300,0.385,0.685
2014,1,Detroit Tigers,AL,162,5630,757,1557,325,26,155,731,443,1144,106,41,0.277,0.331,0.426,0.757
,2,Colorado Rockies,NL,162,5612,755,1551,307,41,186,721,397,1281,85,48,0.276,0.327,0.445,0.772
,3,Los Angeles Dodgers,NL,162,5560,718,1476,302,38,134,686,519,1246,138,50,0.265,0.333,0.406,0.738
,4,Kansas City Royals,AL,162,5545,651,1456,286,29,95,604,380,985,153,36,0.263,0.314,0.376,0.690
,5,Pittsburgh Pirates,NL,162,5536,682,1436,275,30,156,659,520,1244,104,47,0.259,0.330,0.404,0.734
,6,Los Angeles Angels,AL,162,5652,773,1464,304,31,155,729,492,1266,81,39,0.259,0.322,0.406,0.728
,7,Toronto Blue Jays,AL,162,5549,723,1435,282,24,177,690,502,1151,78,21,0.259,0.323,0.414,0.736
,8,Texas Rangers,AL,162,5460,637,1400,260,28,111,597,417,1162,105,59,0.256,0.314,0.375,0.689
,9,Baltimore Orioles,AL,162,5596,705,1434,264,16,211,681,401,1285,44,20,0.256,0.311,0.422,0.734
,10,San Francisco Giants,NL,162,5523,665,1407,257,42,132,636,427,1245,56,27,0.255,0.311,0.388,0.699
,11,Minnesota Twins,AL,162,5567,715,1412,316,27,128,675,544,1329,99,36,0.254,0.324,0.389,0.713
,12,Washington Nationals,NL,162,5542,686,1403,265,27,152,635,517,1304,101,23,0.253,0.321,0.393,0.714
,13,Cleveland Indians,AL,162,5575,669,1411,284,23,142,644,504,1189,104,27,0.253,0.317,0.389,0.706
,14,St. Louis Cardinals,NL,162,5426,619,1371,275,21,105,585,471,1133,57,32,0.253,0.320,0.369,0.689
,15,Miami Marlins,NL,162,5538,645,1399,254,36,122,614,501,1419,58,21,0.253,0.317,0.378,0.694
,16,Chicago White Sox,AL,162,5543,660,1400,279,32,155,625,417,1362,85,36,0.253,0.310,0.398,0.708
,17,Milwaukee Brewers,NL,162,5462,650,1366,297,28,150,617,423,1197,102,43,0.250,0.311,0.397,0.708
,18,Arizona Diamondbacks,NL,162,5552,615,1379,259,47,118,573,398,1165,86,33,0.248,0.302,0.376,0.678
,19,Tampa Bay Rays,AL,162,5516,612,1361,263,24,117,586,527,1124,63,27,0.247,0.317,0.367,0.684
,20,New York Yankees,AL,162,5497,633,1349,247,26,147,591,452,1133,112,26,0.245,0.307,0.380,0.687
,21,Oakland Athletics,AL,162,5545,729,1354,253,33,146,686,586,1104,83,20,0.244,0.320,0.381,0.700
,22,Boston Red Sox,AL,162,5551,634,1355,282,20,123,601,535,1337,63,25,0.244,0.316,0.369,0.684
,23,Seattle Mariners,AL,162,5450,634,1328,247,32,136,600,396,1232,96,42,0.244,0.300,0.376,0.676
,24,Philadelphia Phillies,NL,162,5603,619,1356,251,27,125,584,443,1306,109,26,0.242,0.302,0.363,0.665
,25,Houston Astros,AL,162,5447,629,1317,240,19,163,596,495,1442,122,37,0.242,0.309,0.383,0.692
,26,Atlanta Braves,NL,162,5468,573,1316,240,22,123,545,472,1369,95,33,0.241,0.305,0.360,0.665
,27,Chicago Cubs,NL,162,5508,614,1315,270,31,157,590,442,1477,65,40,0.239,0.300,0.385,0.684
,28,New York Mets,NL,162,5472,629,1306,275,19,125,602,516,1264,101,34,0.239,0.308,0.364,0.673
,29,Cincinnati Reds,NL,162,5395,595,1282,254,20,131,562,415,1252,122,52,0.238,0.296,0.365,0.661
,30,San Diego Padres,NL,162,5294,535,1199,224,30,109,500,468,1294,91,34,0.226,0.292,0.342,0.634
2013,1,Detroit Tigers,AL,162,5735,796,1625,292,23,176,767,531,1073,35,20,0.283,0.346,0.434,0.780
,2,Boston Red Sox,AL,162,5651,853,1566,363,29,178,819,581,1308,123,19,0.277,0.349,0.446,0.795
,3,Colorado Rockies,NL,162,5599,706,1511,283,36,159,673,427,1204,112,32,0.270,0.323,0.418,0.741
,4,St. Louis Cardinals,NL,162,5557,783,1494,322,20,125,745,481,1110,45,22,0.269,0.332,0.401,0.733
,5,Los Angeles Angels,AL,162,5588,733,1476,270,39,164,696,523,1221,82,34,0.264,0.329,0.414,0.743
,6,Los Angeles Dodgers,NL,162,5491,649,1447,281,17,138,618,476,1146,78,28,0.264,0.326,0.396,0.722
,7,Texas Rangers,AL,163,5585,730,1465,262,23,176,691,462,1067,149,46,0.262,0.323,0.412,0.735
,8,San Francisco Giants,NL,162,5552,629,1446,280,35,107,596,469,1078,67,26,0.260,0.320,0.381,0.702
,9,Kansas City Royals,AL,162,5549,648,1443,254,34,112,620,422,1048,153,32,0.260,0.315,0.379,0.694
,10,Baltimore Orioles,AL,162,5620,745,1460,298,14,212,719,416,1125,79,29,0.260,0.313,0.431,0.744
,11,Arizona Diamondbacks,NL,162,5676,685,1468,302,31,130,647,519,1142,62,41,0.259,0.323,0.391,0.715
,12,Tampa Bay Rays,AL,163,5538,700,1421,296,23,165,670,589,1171,73,38,0.257,0.329,0.408,0.737
,13,Cleveland Indians,AL,162,5465,745,1391,290,23,171,711,562,1283,117,36,0.255,0.327,0.410,0.737
,14,Oakland Athletics,AL,162,5521,767,1403,301,25,186,725,573,1178,74,28,0.254,0.327,0.419,0.745
,15,Toronto Blue Jays,AL,162,5537,712,1398,273,24,185,669,510,1123,112,41,0.252,0.318,0.411,0.729
,16,Milwaukee Brewers,NL,162,5474,640,1381,238,43,157,610,407,1183,142,50,0.252,0.311,0.398,0.708
,17,Washington Nationals,NL,162,5436,656,1365,259,27,161,621,464,1192,88,28,0.251,0.313,0.398,0.710
,18,Cincinnati Reds,NL,162,5499,698,1370,274,20,155,664,585,1245,67,35,0.249,0.327,0.391,0.718
,19,Chicago White Sox,AL,162,5563,598,1385,237,19,148,574,411,1207,105,42,0.249,0.302,0.378,0.680
,20,Atlanta Braves,NL,162,5441,688,1354,247,21,181,656,542,1384,64,31,0.249,0.321,0.402,0.723
,21,Philadelphia Phillies,NL,162,5456,610,1355,255,32,140,578,417,1205,73,29,0.248,0.306,0.384,0.690
,22,Pittsburgh Pirates,NL,162,5486,634,1346,273,35,161,603,469,1330,94,42,0.245,0.313,0.396,0.709
,23,San Diego Padres,NL,162,5517,618,1349,246,26,146,578,467,1309,118,34,0.245,0.308,0.378,0.686
,24,New York Yankees,AL,162,5449,650,1321,247,24,144,614,466,1214,115,31,0.242,0.307,0.376,0.683
,25,Minnesota Twins,AL,162,5564,614,1346,285,15,151,590,533,1430,52,33,0.242,0.312,0.380,0.692
,26,Houston Astros,AL,162,5457,610,1307,266,16,148,566,426,1535,110,61,0.240,0.299,0.375,0.674
,27,Chicago Cubs,NL,162,5498,602,1307,297,18,172,576,439,1230,63,32,0.238,0.300,0.392,0.693
,28,Seattle Mariners,AL,162,5558,624,1318,249,17,188,597,529,1353,49,23,0.237,0.306,0.390,0.695
,29,New York Mets,NL,162,5559,619,1318,263,32,130,593,512,1384,114,35,0.237,0.306,0.366,0.672
,30,Miami Marlins,NL,162,5449,513,1257,219,31,95,485,432,1232,78,29,0.231,0.293,0.335,0.627
2012,1,Los Angeles Angels,AL,162,5536,767,1518,273,22,187,732,449,1113,134,33,0.274,0.332,0.433,0.764
,2,Colorado Rockies,NL,162,5577,758,1526,306,52,166,716,450,1213,100,40,0.274,0.330,0.436,0.766
,3,Texas Rangers,AL,162,5590,808,1526,303,32,200,780,478,1103,91,44,0.273,0.334,0.446,0.780
,4,St. Louis Cardinals,NL,162,5622,765,1526,290,37,159,732,533,1192,91,37,0.271,0.338,0.421,0.759
,5,San Francisco Giants,NL,162,5558,718,1495,287,57,103,675,483,1097,118,39,0.269,0.327,0.397,0.724
,6,Detroit Tigers,AL,162,5476,726,1467,279,39,163,698,511,1103,59,23,0.268,0.335,0.422,0.757
,7,Kansas City Royals,AL,162,5636,676,1492,295,37,131,643,404,1032,132,38,0.265,0.317,0.400,0.716
,8,New York Yankees,AL,162,5524,804,1462,280,13,245,774,565,1176,93,27,0.265,0.337,0.453,0.790
,9,Washington Nationals,NL,162,5615,731,1468,301,25,194,688,479,1325,105,35,0.261,0.322,0.428,0.750
,10,Boston Red Sox,AL,162,5604,734,1459,339,16,165,695,428,1197,97,31,0.260,0.315,0.415,0.730
,11,Minnesota Twins,AL,162,5562,701,1448,270,30,131,666,505,1069,135,37,0.260,0.325,0.390,0.715
,12,Milwaukee Brewers,NL,162,5557,776,1442,300,39,202,741,466,1240,158,39,0.259,0.325,0.437,0.762
,13,Arizona Diamondbacks,NL,162,5462,734,1416,307,33,165,710,539,1266,93,51,0.259,0.328,0.418,0.746
,14,Chicago White Sox,AL,162,5518,748,1409,228,29,211,726,461,1203,109,43,0.255,0.318,0.422,0.740
,15,Philadelphia Phillies,NL,162,5544,684,1414,271,28,158,659,454,1094,116,23,0.255,0.317,0.400,0.716
,16,Los Angeles Dodgers,NL,162,5438,637,1369,269,23,116,607,481,1156,104,44,0.252,0.317,0.374,0.690
,17,Cincinnati Reds,NL,162,5477,669,1377,296,30,172,636,481,1266,87,27,0.251,0.315,0.411,0.726
,18,Cleveland Indians,AL,162,5525,667,1385,266,24,136,635,555,1087,110,44,0.251,0.324,0.381,0.705
,19,New York Mets,NL,162,5450,650,1357,286,21,139,625,503,1250,79,38,0.249,0.316,0.386,0.701
,20,Baltimore Orioles,AL,162,5560,712,1375,270,16,214,677,480,1315,58,29,0.247,0.311,0.417,0.728
,21,Atlanta Braves,NL,162,5425,700,1341,263,30,149,660,567,1289,101,32,0.247,0.320,0.389,0.709
,22,San Diego Padres,NL,162,5422,651,1339,272,43,121,610,539,1238,155,46,0.247,0.319,0.380,0.699
,23,Toronto Blue Jays,AL,162,5487,716,1346,247,22,198,677,473,1251,123,41,0.245,0.309,0.407,0.716
,24,Miami Marlins,NL,162,5437,609,1327,261,39,137,576,484,1228,149,41,0.244,0.308,0.382,0.690
,25,Pittsburgh Pirates,NL,162,5412,651,1313,241,37,170,620,444,1354,73,52,0.243,0.304,0.395,0.699
,26,Chicago Cubs,NL,162,5411,613,1297,265,36,137,570,447,1235,94,45,0.240,0.302,0.378,0.680
,27,Tampa Bay Rays,AL,162,5398,697,1293,250,30,175,665,571,1323,134,44,0.240,0.317,0.394,0.711
,28,Oakland Athletics,AL,162,5527,713,1315,267,32,195,676,550,1387,122,32,0.238,0.310,0.404,0.714
,29,Houston Astros,NL,162,5407,583,1276,238,28,146,545,463,1365,105,46,0.236,0.302,0.371,0.673
,30,Seattle Mariners,AL,162,5494,619,1285,241,27,149,584,466,1259,104,35,0.234,0.296,0.369,0.665
2011,1,Texas Rangers,AL,162,5659,855,1599,310,32,210,807,475,930,143,45,0.283,0.340,0.460,0.800
,2,Boston Red Sox,AL,162,5710,875,1600,352,35,203,842,578,1108,102,42,0.280,0.349,0.461,0.810
,3,Detroit Tigers,AL,162,5563,787,1540,297,34,169,750,521,1143,49,20,0.277,0.340,0.434,0.773
,4,Kansas City Royals,AL,162,5672,730,1560,325,41,129,705,442,1006,153,58,0.275,0.329,0.415,0.744
,5,St. Louis Cardinals,NL,162,5532,762,1513,308,22,162,726,542,978,57,39,0.273,0.341,0.425,0.766
,6,New York Mets,NL,162,5600,718,1477,309,39,108,676,571,1085,130,35,0.264,0.335,0.391,0.725
,7,New York Yankees,AL,162,5518,867,1452,267,33,222,836,627,1138,147,46,0.263,0.343,0.444,0.788
,8,Milwaukee Brewers,NL,162,5447,721,1422,276,31,185,693,481,1083,94,31,0.261,0.325,0.425,0.750
,9,Colorado Rockies,NL,162,5544,735,1429,274,40,163,697,555,1201,118,42,0.258,0.329,0.410,0.739
,10,Houston Astros,NL,162,5598,615,1442,309,28,95,579,401,1164,118,33,0.258,0.311,0.374,0.684
,11,Baltimore Orioles,AL,162,5585,708,1434,273,13,191,684,452,1120,81,25,0.257,0.316,0.413,0.729
,12,Los Angeles Dodgers,NL,161,5436,644,1395,237,28,117,613,498,1087,126,40,0.257,0.322,0.375,0.697
,13,Chicago Cubs,NL,162,5549,654,1423,285,36,148,610,425,1202,69,23,0.256,0.314,0.401,0.715
,14,Cincinnati Reds,NL,162,5612,735,1438,264,19,183,697,535,1250,97,50,0.256,0.326,0.408,0.734
,15,Los Angeles Angels,AL,162,5513,667,1394,289,34,155,629,442,1086,135,52,0.253,0.313,0.402,0.714
,16,Philadelphia Phillies,NL,162,5579,713,1409,258,38,153,693,539,1024,96,24,0.253,0.323,0.395,0.717
,17,Chicago White Sox,AL,162,5502,654,1387,252,16,154,625,475,989,81,53,0.252,0.319,0.388,0.706
,18,Cleveland Indians,AL,162,5509,704,1380,290,26,154,671,494,1269,89,42,0.250,0.317,0.396,0.714
,19,Arizona Diamondbacks,NL,162,5421,731,1357,293,37,172,702,531,1249,133,55,0.250,0.322,0.413,0.736
,20,Toronto Blue Jays,AL,162,5559,743,1384,285,34,186,704,525,1184,131,52,0.249,0.317,0.413,0.730
,21,Minnesota Twins,AL,162,5487,619,1357,259,25,103,572,440,1048,92,39,0.247,0.306,0.360,0.666
,22,Florida Marlins,NL,162,5508,625,1358,274,30,149,596,542,1244,95,41,0.247,0.318,0.388,0.706
,23,Pittsburgh Pirates,NL,162,5421,610,1325,277,35,107,580,489,1308,108,52,0.244,0.309,0.368,0.676
,24,Oakland Athletics,AL,162,5452,645,1330,280,29,114,612,509,1094,117,43,0.244,0.311,0.369,0.680
,25,Tampa Bay Rays,AL,162,5436,707,1324,273,37,172,674,571,1193,155,62,0.244,0.322,0.402,0.724
,26,Atlanta Braves,NL,162,5528,641,1345,244,16,173,606,504,1260,77,44,0.243,0.308,0.387,0.695
,27,Washington Nationals,NL,161,5441,624,1319,257,22,154,594,470,1323,106,38,0.242,0.309,0.383,0.691
,28,San Francisco Giants,NL,162,5486,570,1327,282,24,121,534,448,1122,85,51,0.242,0.303,0.368,0.671
